Height_m,Weight_kg,Job,bmi,bmi_category,Job_encode
1.62,75.5,firefighter,28.768480414570945,Overweight,12
1.89,69.03,engineer,19.324766943814563,Normal weight,11
1.52,93.98,graphic designer,40.67693905817175,Overweight,13
1.86,53.76,mechanic,15.539368713146025,Underweight,17
1.88,64.33,pilot,18.201109099139885,Underweight,22
1.9,75.39,chef,20.883656509695292,Normal weight,4
1.58,53.44,pilot,21.406825829194034,Normal weight,22
1.61,97.48,artist,37.60657382045446,Overweight,2
1.59,94.3,salesperson,37.30073968593014,Overweight,26
1.78,56.23,scientist,17.74712788789294,Underweight,27
1.66,56.97,accountant,20.674263318333576,Normal weight,0
1.63,58.25,firefighter,21.924046821483685,Normal weight,12
1.91,69.89,graphic designer,19.15791782023519,Normal weight,13
1.98,53.14,software developer,13.554739312315071,Underweight,28
1.53,87.78,pharmacist,37.49839805203127,Overweight,20
1.5,86.0,nurse,38.22222222222222,Overweight,19
1.96,77.67,mechanic,20.218138275718452,Normal weight,17
1.65,55.95,plumber,20.55096418732783,Normal weight,23
1.83,67.27,teacher,20.08719280957926,Normal weight,29
1.58,95.56,police officer,38.27912193558724,Overweight,24
1.62,75.73,electrician,28.856119493979573,Overweight,10
1.56,64.9,electrician,26.668310322156476,Overweight,10
1.55,55.17,engineer,22.963579604578563,Normal weight,11
1.53,63.29,firefighter,27.036609850912043,Overweight,12
1.68,66.8,physicist,23.66780045351474,Normal weight,21
1.55,95.51,physicist,39.75442247658689,Overweight,21
1.92,91.29,chef,24.763997395833336,Normal weight,4
1.98,74.81,teacher,19.08223650647893,Normal weight,29
1.83,76.21,artist,22.7567260891636,Normal weight,2
1.64,93.83,plumber,34.88622843545509,Overweight,23
1.89,95.73,data analyst,26.799361719996643,Overweight,6
1.55,73.87,data analyst,30.7471383975026,Overweight,6
1.57,66.91,architect,27.14511744898373,Overweight,1
1.52,82.63,chef,35.76436980609418,Overweight,4
1.92,53.06,scientist,14.393446180555557,Underweight,27
1.51,95.0,journalist,41.6648392614359,Overweight,14
1.54,97.88,data analyst,41.271715297689326,Overweight,6
1.55,82.81,lawyer,34.46826222684703,Overweight,15
1.52,65.62,electrician,28.40200831024931,Overweight,10
1.94,83.54,artist,22.196832819640772,Normal weight,2
1.8,99.93,engineer,30.84259259259259,Overweight,11
1.91,53.62,architect,14.698062004879253,Underweight,1
1.71,73.58,scientist,25.16329810881981,Overweight,27
1.79,67.65,graphic designer,21.113573234293565,Normal weight,13
1.89,87.44,marketing manager,24.478598023571568,Normal weight,16
1.58,94.16,dentist,37.718314372696675,Overweight,7
1.8,82.93,marketing manager,25.59567901234568,Overweight,16
1.74,68.91,graphic designer,22.760602457391993,Normal weight,13
1.59,76.64,chef,30.31525651675171,Overweight,4
1.81,98.89,salesperson,30.18528127957022,Overweight,26
1.95,74.23,accountant,19.521367521367523,Normal weight,0
1.67,87.16,graphic designer,31.252465129620997,Overweight,13
1.83,60.53,police officer,18.074591656961985,Underweight,24
1.73,95.23,accountant,31.81863744194594,Overweight,0
1.71,56.85,musician,19.44187955268288,Normal weight,18
1.91,61.93,nurse,16.975960088813355,Underweight,19
1.57,77.63,plumber,31.494178262809847,Overweight,23
1.9,98.03,salesperson,27.155124653739612,Overweight,26
1.84,76.45,mechanic,22.58093100189036,Normal weight,17
1.56,67.53,dentist,27.749013806706113,Overweight,7
1.99,69.84,physicist,17.635918284891797,Underweight,21
1.7,90.27,scientist,31.23529411764706,Overweight,27
1.5,84.04,software developer,37.351111111111116,Overweight,28
1.65,88.31,doctor,32.43709825528008,Overweight,8
1.83,76.65,accountant,22.88811251455702,Normal weight,0
1.76,65.59,chemist,21.174457644628102,Normal weight,5
1.78,92.23,electrician,29.10932963009721,Overweight,10
1.53,78.06,economist,33.34614891708318,Overweight,9
1.98,98.27,nurse,25.06631976328946,Overweight,19
1.93,54.78,nurse,14.706435072082472,Underweight,19
1.91,69.61,economist,19.081165538225378,Normal weight,9
1.84,59.18,physicist,17.479914933837428,Underweight,21
1.96,91.8,software developer,23.896293211162018,Normal weight,28
1.82,69.1,firefighter,20.861007124743384,Normal weight,12
1.96,89.64,biologist,23.33402748854644,Normal weight,3
1.6,75.89,architect,29.644531249999993,Overweight,1
1.98,99.29,plumber,25.32649729619427,Overweight,23
1.86,76.09,psychologist,21.993872123944964,Normal weight,25
1.76,69.57,pilot,22.459323347107436,Normal weight,22
1.98,89.77,accountant,22.898173655749414,Normal weight,0
1.96,60.36,physicist,15.712203248646398,Underweight,21
1.58,76.58,journalist,30.676173690113757,Overweight,14
1.77,62.67,musician,20.003830316958727,Normal weight,18
1.55,53.11,marketing manager,22.106139438085325,Normal weight,16
1.96,83.59,pilot,21.759162848813,Normal weight,22
1.56,71.54,economist,29.396778435239973,Overweight,9
1.71,92.8,biologist,31.736260729797205,Overweight,3
1.88,84.01,pilot,23.769239474875512,Normal weight,22
1.55,84.78,musician,35.2882414151925,Overweight,18
1.55,97.61,marketing manager,40.628511966701346,Overweight,16
1.54,75.11,teacher,31.67060212514758,Overweight,29
1.72,72.94,electrician,24.65521903731747,Normal weight,10
1.79,52.57,architect,16.407103398770325,Underweight,1
1.88,73.39,nurse,20.764486192847443,Normal weight,19
1.72,99.38,physicist,33.59248242293132,Overweight,21
1.51,96.74,data analyst,42.42796368580325,Overweight,6
1.73,83.05,pharmacist,27.749005980821273,Overweight,20
1.87,97.46,data analyst,27.87039949669707,Overweight,6
1.81,60.64,graphic designer,18.50981349775648,Normal weight,13
1.72,59.63,chemist,20.15616549486209,Normal weight,5
1.52,81.7,teacher,35.36184210526316,Overweight,29
1.96,94.83,chef,24.685027072053312,Normal weight,4
1.64,96.37,physicist,35.83060678167758,Overweight,21
1.71,91.44,artist,31.271160357032937,Overweight,2
1.62,65.51,scientist,24.96189605243103,Normal weight,27
1.79,74.29,physicist,23.18591804250804,Normal weight,21
1.66,82.84,psychologist,30.062418348091164,Overweight,25
1.85,50.31,chef,14.699780861943024,Underweight,4
1.81,55.33,plumber,16.888983852751746,Underweight,23
1.57,60.47,mechanic,24.532435392916547,Normal weight,17
1.55,77.59,musician,32.295525494276795,Overweight,18
1.64,70.86,architect,26.345925044616305,Overweight,1
1.87,99.74,plumber,28.52240555920958,Overweight,23
1.51,70.73,plumber,31.020569273277488,Overweight,23
1.76,75.8,musician,24.47055785123967,Normal weight,18
1.98,58.83,economist,15.006121824303642,Underweight,9
1.68,68.71,teacher,24.34452947845805,Normal weight,29
1.9,54.82,psychologist,15.185595567867036,Underweight,25
1.75,88.9,journalist,29.028571428571432,Overweight,14
1.71,90.24,doctor,30.86077767518211,Overweight,8
1.61,73.43,chef,28.328382392654603,Overweight,4
1.84,68.12,doctor,20.120510396975426,Normal weight,8
1.82,70.5,dentist,21.2836613935515,Normal weight,7
1.67,51.1,musician,18.322636164796158,Underweight,18
1.91,53.18,mechanic,14.57745127600669,Underweight,17
1.59,59.16,musician,23.400973062774412,Normal weight,18
1.55,52.86,accountant,22.00208116545265,Normal weight,0
1.58,84.19,chef,33.724563371254604,Overweight,4
1.84,55.55,lawyer,16.40772684310019,Underweight,15
1.56,67.84,chemist,27.876397107166337,Overweight,5
1.87,69.88,software developer,19.983413880865907,Normal weight,28
1.76,97.34,salesperson,31.424328512396695,Overweight,26
1.57,64.26,psychologist,26.070023124670374,Overweight,25
1.61,54.92,musician,21.18745418772424,Normal weight,18
1.65,57.18,salesperson,21.00275482093664,Normal weight,26
1.7,97.13,teacher,33.608996539792386,Overweight,29
1.63,53.15,physicist,20.00451654183447,Normal weight,21
1.57,65.68,dentist,26.64611140411376,Overweight,7
1.68,96.43,architect,34.165958049886626,Overweight,1
1.51,89.51,plumber,39.25705012938029,Overweight,23
1.89,58.2,firefighter,16.292936927857564,Underweight,12
1.95,95.46,teacher,25.104536489151872,Overweight,29
1.64,54.51,graphic designer,20.266954193932186,Normal weight,13
1.66,92.22,marketing manager,33.46639570329511,Overweight,16
1.58,81.28,economist,32.558884794103506,Overweight,9
1.97,66.66,salesperson,17.176428148109974,Underweight,26
1.77,70.21,scientist,22.410546139359695,Normal weight,27
1.97,82.76,teacher,21.324950398103535,Normal weight,29
1.67,99.56,chemist,35.69866255512927,Overweight,5
1.55,74.91,mechanic,31.180020811654522,Overweight,17
1.71,78.55,lawyer,26.862966382818648,Overweight,15
1.64,73.96,dentist,27.49851279000595,Overweight,7
1.84,61.59,psychologist,18.191753308128543,Underweight,25
1.79,83.98,architect,26.21016822196561,Overweight,1
1.56,80.51,physicist,33.08267587113741,Overweight,21
1.84,88.13,data analyst,26.030836483931946,Overweight,6
1.91,72.47,musician,19.865135275897043,Normal weight,18
1.96,75.33,plumber,19.609017076218244,Normal weight,23
1.53,96.1,teacher,41.05258661198684,Overweight,29
1.79,88.34,marketing manager,27.570924752660655,Overweight,16
1.92,50.74,teacher,13.764105902777779,Underweight,29
1.88,74.71,lawyer,21.137958352195565,Normal weight,15
1.62,76.8,musician,29.263831732967528,Overweight,18
1.74,59.42,police officer,19.62610648698639,Normal weight,24
1.89,76.38,chemist,21.382380112538844,Normal weight,5
1.77,53.64,journalist,17.121516805515654,Underweight,14
1.51,83.74,economist,36.726459365817284,Overweight,9
1.97,53.89,chef,13.885954288953593,Underweight,4
1.75,85.46,firefighter,27.905306122448977,Overweight,12
1.65,71.01,teacher,26.082644628099178,Overweight,29
1.96,51.41,psychologist,13.382444814660559,Underweight,25
1.89,70.14,software developer,19.635508524397416,Normal weight,28
1.61,66.95,musician,25.828478839550943,Overweight,18
1.95,79.02,scientist,20.781065088757398,Normal weight,27
1.62,72.09,chef,27.469135802469133,Overweight,4
1.7,59.57,firefighter,20.612456747404845,Normal weight,12
1.59,54.14,artist,21.415292116609308,Normal weight,2
1.98,56.5,graphic designer,14.411794714825017,Underweight,13
1.61,77.78,physicist,30.006558388951042,Overweight,21
1.67,65.13,salesperson,23.353293413173652,Normal weight,26
1.62,61.0,chemist,23.243408017070564,Normal weight,5
1.59,91.25,physicist,36.09430006724417,Overweight,21
1.55,67.13,software developer,27.941727367325697,Overweight,28
1.52,67.49,pharmacist,29.211391966759,Overweight,20
1.74,99.01,physicist,32.70247060377857,Overweight,21
1.56,58.76,teacher,24.14529914529914,Normal weight,29
1.89,74.41,teacher,20.830883793846755,Normal weight,29
1.65,74.47,physicist,27.353535353535356,Overweight,21
1.69,93.74,doctor,32.820979657575016,Overweight,8
1.96,72.28,pharmacist,18.815077051228656,Normal weight,20
1.73,92.31,psychologist,30.842995088375822,Overweight,25
1.85,70.53,dentist,20.60774287801315,Normal weight,7
1.84,75.67,pharmacist,22.350543478260867,Normal weight,20
1.81,72.6,psychologist,22.16049571136412,Normal weight,25
1.76,86.68,accountant,27.982954545454547,Overweight,0
1.72,60.04,mechanic,20.2947539210384,Normal weight,17
1.97,63.6,physicist,16.387951248421757,Underweight,21
1.93,93.58,musician,25.122822089183604,Overweight,18
1.93,55.14,musician,14.803081961931865,Underweight,18
1.74,50.74,data analyst,16.75914916105166,Underweight,6
1.52,68.4,psychologist,29.60526315789474,Overweight,25
1.54,73.17,firefighter,30.852588969472087,Overweight,12
1.76,95.42,biologist,30.804493801652892,Overweight,3
1.92,57.01,marketing manager,15.464952256944445,Underweight,16
1.92,75.51,chef,20.483398437500004,Normal weight,4
1.69,81.05,journalist,28.377857918140123,Overweight,14
1.89,80.57,artist,22.555359592396627,Normal weight,2
1.82,59.55,journalist,17.977901219659458,Underweight,14
1.81,61.79,salesperson,18.86084063368029,Normal weight,26
1.94,84.29,plumber,22.396110107344036,Normal weight,23
1.62,57.86,biologist,22.046944063404965,Normal weight,3
1.54,96.56,electrician,40.715129026817344,Overweight,10
1.54,84.46,police officer,35.61308821049081,Overweight,24
1.64,64.92,artist,24.13741820345033,Normal weight,2
1.58,98.48,salesperson,39.448806281044696,Overweight,26
1.97,94.47,architect,24.342291736452886,Normal weight,1
1.62,87.72,pilot,33.42478280749885,Overweight,22
1.99,55.09,electrician,13.911264867048812,Underweight,10
1.59,91.81,architect,36.31581029231438,Overweight,1
1.61,97.35,salesperson,37.556421434358235,Overweight,26
1.79,66.98,mechanic,20.9044661527418,Normal weight,17
1.97,89.49,accountant,23.05908423303873,Normal weight,0
1.57,72.6,chef,29.45352752647166,Overweight,4
1.67,91.22,police officer,32.70823622216645,Overweight,24
1.74,51.38,chemist,16.970537719645925,Underweight,5
1.6,92.68,architect,36.20312499999999,Overweight,1
1.97,63.21,graphic designer,16.287459094539926,Underweight,13
1.83,86.37,psychologist,25.79055809370241,Overweight,25
1.81,86.07,pharmacist,26.272091816489116,Overweight,20
1.72,60.36,salesperson,20.402920497566253,Normal weight,26
1.97,81.69,mechanic,21.049241155402097,Normal weight,17
1.8,68.35,police officer,21.095679012345677,Normal weight,24
2.0,62.93,dentist,15.7325,Underweight,7
1.91,64.83,teacher,17.770894438200706,Underweight,29
1.9,57.03,musician,15.797783933518007,Underweight,18
1.64,52.37,electrician,19.471296847114814,Normal weight,10
1.79,94.13,electrician,29.377984457413937,Overweight,10
1.8,75.75,musician,23.37962962962963,Normal weight,18
1.58,54.09,teacher,21.667200769107513,Normal weight,29
1.85,75.44,mechanic,22.04236669101534,Normal weight,17
1.9,69.6,physicist,19.2797783933518,Normal weight,21
1.67,99.38,scientist,35.63412097959769,Overweight,27
1.53,70.02,accountant,29.911572472126103,Overweight,0
1.67,91.1,doctor,32.665208505145394,Overweight,8
1.73,53.31,teacher,17.812155434528385,Underweight,29
1.78,61.54,chef,19.423052644868072,Normal weight,4
1.79,53.68,economist,16.75353453387847,Underweight,9
1.62,70.19,dentist,26.745160798658734,Overweight,7
1.65,65.89,marketing manager,24.202020202020204,Normal weight,16
1.94,60.51,software developer,16.077691571899244,Underweight,28
1.76,76.45,dentist,24.68039772727273,Normal weight,7
1.91,79.95,pilot,21.91551766673063,Normal weight,22
1.84,60.63,plumber,17.90819943289225,Underweight,23
1.61,67.64,musician,26.09467227344624,Overweight,18
1.72,80.87,musician,27.335722011898326,Overweight,18
1.96,81.43,dentist,21.19689712619742,Normal weight,7
1.75,65.83,teacher,21.495510204081633,Normal weight,29
1.6,84.73,marketing manager,33.09765624999999,Overweight,16
1.59,79.96,biologist,31.628495708239384,Overweight,3
1.81,68.04,nurse,20.76859680717927,Normal weight,19
1.52,95.58,architect,41.36945983379501,Overweight,1
1.78,80.7,electrician,25.470268905441234,Overweight,10
1.88,72.74,mechanic,20.580579447713898,Normal weight,17
1.51,83.01,plumber,36.40629796938731,Overweight,23
1.92,55.53,nurse,15.0634765625,Underweight,19
1.62,87.84,scientist,33.470507544581615,Overweight,27
1.79,82.59,marketing manager,25.776349052776133,Overweight,16
1.79,56.56,marketing manager,17.652382884429326,Underweight,16
1.74,72.8,teacher,24.045448540097766,Normal weight,29
1.82,56.75,salesperson,17.13259268204323,Underweight,26
1.63,50.67,electrician,19.071097896044265,Normal weight,10
1.98,90.32,engineer,23.038465462707887,Normal weight,11
1.61,81.78,psychologist,31.549708730373055,Overweight,25
1.65,86.81,chemist,31.886134067952256,Overweight,5
1.89,70.41,doctor,19.711094314268916,Normal weight,8
1.61,58.06,chemist,22.398827205740517,Normal weight,5
1.89,66.4,marketing manager,18.588505360992137,Normal weight,16
1.78,79.72,nurse,25.160964524681226,Overweight,19
1.68,87.01,firefighter,30.828373015873023,Overweight,12
1.78,74.98,artist,23.664941295290998,Normal weight,2
1.89,78.41,artist,21.950673273424595,Normal weight,2
1.62,52.84,journalist,20.134125895442764,Normal weight,14
1.99,58.74,dentist,14.832958763667584,Underweight,7
1.76,90.85,electrician,29.329158057851238,Overweight,10
1.85,75.31,accountant,22.004382761139517,Normal weight,0
1.84,97.01,firefighter,28.653709829867676,Overweight,12
1.68,83.73,teacher,29.666241496598644,Overweight,29
1.99,97.64,musician,24.65594303174162,Normal weight,18
1.95,94.27,teacher,24.791584483892176,Normal weight,29
1.72,69.38,biologist,23.451865873445108,Normal weight,3
1.87,75.45,artist,21.57625325288112,Normal weight,2
1.91,50.48,chef,13.837339985197774,Underweight,4
1.77,61.8,psychologist,19.72613233745092,Normal weight,25
1.6,50.6,graphic designer,19.765624999999996,Normal weight,13
1.73,88.22,scientist,29.476427545190283,Overweight,27
1.82,75.61,chemist,22.82634947470112,Normal weight,5
1.64,77.17,software developer,28.69199881023201,Overweight,28
1.75,83.92,firefighter,27.40244897959184,Overweight,12
1.85,73.96,dentist,21.609934258582904,Normal weight,7
1.82,96.56,salesperson,29.15106871150827,Overweight,26
1.74,80.94,journalist,26.73404676971859,Overweight,14
1.74,56.41,electrician,18.63191967234773,Normal weight,10
1.59,63.09,dentist,24.955500177999287,Normal weight,7
1.93,70.06,electrician,18.80855861902333,Normal weight,10
1.79,60.26,psychologist,18.8071533347898,Normal weight,25
1.71,80.49,marketing manager,27.526418385144147,Overweight,16
1.77,82.97,nurse,26.48344983880749,Overweight,19
1.7,84.33,firefighter,29.179930795847753,Overweight,12
1.62,81.58,psychologist,31.085200426764207,Overweight,25
1.62,59.93,chef,22.835695778082606,Normal weight,4
1.93,84.63,marketing manager,22.720073022094553,Normal weight,16
1.77,56.03,electrician,17.88438826646238,Underweight,10
1.69,59.55,artist,20.850110290255945,Normal weight,2
1.72,97.07,journalist,32.81165494862088,Overweight,14
1.89,55.98,musician,15.671453766691862,Underweight,18
1.52,58.28,pharmacist,25.225069252077564,Overweight,20
1.94,69.92,salesperson,18.57795727494952,Normal weight,26
1.55,89.38,software developer,37.202913631633706,Overweight,28
1.9,52.04,teacher,14.415512465373961,Underweight,29
1.74,60.18,police officer,19.877130400317082,Normal weight,24
1.59,95.33,mechanic,37.70816027846999,Overweight,17
1.71,83.79,firefighter,28.654970760233923,Overweight,12
1.98,77.22,economist,19.6969696969697,Normal weight,9
1.52,60.25,economist,26.07773545706371,Overweight,9
1.84,74.94,musician,22.13492438563327,Normal weight,18
1.65,99.7,lawyer,36.620752984389355,Overweight,15
1.75,57.56,police officer,18.795102040816328,Normal weight,24
1.77,87.96,psychologist,28.07622330747869,Overweight,25
1.92,83.16,artist,22.55859375,Normal weight,2
1.73,94.41,pilot,31.54465568512145,Overweight,22
1.61,74.02,graphic designer,28.555997068014346,Overweight,13
1.61,67.68,data analyst,26.11010377686046,Overweight,6
1.59,88.68,nurse,35.07772635576124,Overweight,19
1.51,75.0,firefighter,32.89329415376518,Overweight,12
1.56,90.26,economist,37.08908612754767,Overweight,9
1.95,60.37,pilot,15.876397107166339,Underweight,22
1.7,57.05,firefighter,19.740484429065745,Normal weight,12
1.55,91.89,musician,38.24765868886576,Overweight,18
1.85,79.15,mechanic,23.1263696128561,Normal weight,17
1.71,98.65,psychologist,33.73687630381998,Overweight,25
1.97,99.88,nurse,25.736298281326494,Overweight,19
1.67,65.07,artist,23.331779554663125,Normal weight,2
1.58,88.01,pharmacist,35.25476686428457,Overweight,20
1.84,62.59,biologist,18.487121928166353,Underweight,3
1.66,80.48,biologist,29.20598054870083,Overweight,3
1.59,58.97,pilot,23.325817807839876,Normal weight,22
1.56,74.89,artist,30.77333990795529,Overweight,2
1.73,77.19,architect,25.791038791807274,Overweight,1
1.79,73.05,accountant,22.79891389157642,Normal weight,0
1.59,82.4,engineer,32.593647403188164,Overweight,11
1.53,70.41,doctor,30.07817506087402,Overweight,8
1.51,93.0,scientist,40.78768475066883,Overweight,27
1.86,91.6,lawyer,26.477049369869345,Overweight,15
2.0,80.8,firefighter,20.2,Normal weight,12
1.58,85.7,nurse,34.329434385515135,Overweight,19
1.57,72.01,musician,29.214166903322653,Overweight,18
1.58,70.55,doctor,28.26069540137798,Overweight,8
1.59,61.2,data analyst,24.207903168387325,Normal weight,6
1.82,80.33,accountant,24.25129815239705,Normal weight,0
1.56,87.23,data analyst,35.84401709401709,Overweight,6
1.9,87.01,plumber,24.102493074792246,Normal weight,23
1.58,76.61,architect,30.68819099503284,Overweight,1
1.7,79.12,artist,27.37716262975779,Overweight,2
1.96,69.63,software developer,18.125260308204915,Underweight,28
1.96,63.39,biologist,16.500937109537695,Underweight,3
1.54,96.58,artist,40.72356215213358,Overweight,2
1.87,82.76,doctor,23.666676198919042,Normal weight,8
1.84,52.01,graphic designer,15.362121928166351,Underweight,13
1.52,71.56,engineer,30.972991689750693,Overweight,11
1.95,51.4,salesperson,13.51742274819198,Underweight,26
1.87,77.77,plumber,22.239698018244727,Normal weight,23
1.98,62.49,architect,15.939700030609123,Underweight,1
1.86,73.51,lawyer,21.248121170077464,Normal weight,15
1.8,98.97,chef,30.546296296296294,Overweight,4
2.0,53.84,police officer,13.46,Underweight,24
1.79,63.27,accountant,19.746574701164135,Normal weight,0
1.93,87.18,police officer,23.40465515852775,Normal weight,24
1.54,96.98,firefighter,40.892224658458424,Overweight,12
1.65,91.06,doctor,33.44719926538109,Overweight,8
1.65,89.06,scientist,32.71258034894399,Overweight,27
1.91,52.48,plumber,14.385570570982155,Underweight,23
1.98,99.94,dentist,25.492296704417917,Overweight,7
1.82,53.1,biologist,16.030672624079216,Underweight,3
1.68,89.59,economist,31.742488662131525,Overweight,9
1.8,98.95,graphic designer,30.540123456790123,Overweight,13
1.64,50.89,architect,18.92102914931589,Normal weight,1
1.55,90.74,chef,37.768990634755454,Overweight,4
1.76,61.74,accountant,19.931559917355372,Normal weight,0
1.56,99.19,architect,40.758547008547005,Overweight,1
1.78,70.87,engineer,22.367756596389345,Normal weight,11
1.56,53.25,journalist,21.881163708086785,Normal weight,14
1.57,67.74,biologist,27.4818451052781,Overweight,3
1.59,90.94,physicist,35.97167833550888,Overweight,21
1.78,94.32,teacher,29.768968564575175,Overweight,29
1.52,80.21,dentist,34.71693213296398,Overweight,7
1.73,68.89,nurse,23.01780881419359,Normal weight,19
1.76,80.95,journalist,26.133135330578515,Overweight,14
1.82,80.24,police officer,24.224127520830816,Normal weight,24
1.53,90.29,architect,38.57063522576787,Overweight,1
1.82,80.89,chemist,24.420359859920296,Normal weight,5
1.55,67.47,firefighter,28.083246618106134,Overweight,12
1.74,70.92,physicist,23.42449464922711,Normal weight,21
1.75,69.86,architect,22.81142857142857,Normal weight,1
1.61,64.05,electrician,24.70969484201998,Normal weight,10
1.74,62.12,mechanic,20.51790196855595,Normal weight,17
1.98,94.05,marketing manager,23.98989898989899,Normal weight,16
1.66,86.51,software developer,31.394251705617656,Overweight,28
1.65,95.84,artist,35.20293847566575,Overweight,2
1.72,70.01,biologist,23.66481882098432,Normal weight,3
1.71,90.47,architect,30.939434355870183,Overweight,1
1.61,68.72,graphic designer,26.51132286563018,Overweight,13
1.53,67.67,dentist,28.907685078388656,Overweight,7
1.58,50.8,musician,20.349302996314687,Normal weight,18
1.9,89.23,musician,24.71745152354571,Normal weight,18
1.5,99.06,lawyer,44.02666666666667,Overweight,15
1.56,97.59,chef,40.10108481262327,Overweight,4
1.51,76.78,plumber,33.67396166834788,Overweight,23
1.77,77.54,lawyer,24.750231414982924,Normal weight,15
1.65,67.27,physicist,24.7089072543618,Normal weight,21
1.6,57.02,marketing manager,22.273437499999996,Normal weight,16
1.67,50.28,firefighter,18.028613431818997,Underweight,12
1.66,50.29,nurse,18.250108869211786,Underweight,19
1.89,78.92,pharmacist,22.093446432070774,Normal weight,20
1.7,68.24,pharmacist,23.612456747404845,Normal weight,20
1.62,69.51,doctor,26.486053955189753,Overweight,8
1.57,95.11,lawyer,38.585743843563634,Overweight,15
1.68,62.63,architect,22.190334467120184,Normal weight,1
1.77,86.43,economist,27.58785789524083,Overweight,9
1.83,78.78,nurse,23.524142255666035,Normal weight,19
1.8,96.19,pharmacist,29.68827160493827,Overweight,20
1.9,63.05,salesperson,17.465373961218837,Underweight,26
1.84,60.51,scientist,17.87275519848771,Underweight,27
1.82,70.83,nurse,21.3832870426277,Normal weight,19
1.79,55.81,salesperson,17.41830779314004,Underweight,26
1.54,71.16,accountant,30.005059875189744,Overweight,0
1.64,82.92,firefighter,30.829863176680554,Overweight,12
1.8,89.17,journalist,27.521604938271604,Overweight,14
1.87,71.43,economist,20.426663616345905,Normal weight,9
1.95,51.56,pilot,13.5595003287311,Underweight,22
1.93,88.94,teacher,23.877151064458108,Normal weight,29
1.55,72.18,musician,30.043704474505724,Overweight,18
1.93,53.23,nurse,14.290316518564257,Underweight,19
1.93,87.77,chemist,23.563048672447582,Normal weight,5
1.87,79.62,chef,22.76873802510795,Normal weight,4
1.55,69.81,teacher,29.057232049947967,Overweight,29
1.86,70.63,chemist,20.41565498901607,Normal weight,5
1.71,88.79,nurse,30.36489860127903,Overweight,19
1.84,60.8,doctor,17.958412098298677,Underweight,8
1.53,60.46,electrician,25.827673117177156,Overweight,10
1.88,98.3,scientist,27.812358533272974,Overweight,27
1.81,66.59,doctor,20.325997374927507,Normal weight,8
1.71,78.48,mechanic,26.839027393044017,Overweight,17
1.85,90.48,architect,26.43681519357195,Overweight,1
1.79,66.96,mechanic,20.898224150307417,Normal weight,17
1.96,54.73,salesperson,14.246668054977093,Underweight,26
1.59,63.69,pharmacist,25.192832562003083,Overweight,20
1.82,95.88,marketing manager,28.945779495230042,Overweight,16
1.99,52.97,psychologist,13.375924850382566,Underweight,25
1.64,66.68,police officer,24.791790600832844,Normal weight,24
1.85,52.31,architect,15.284149013878743,Underweight,1
1.7,51.58,biologist,17.847750865051903,Underweight,3
1.51,78.31,marketing manager,34.34498486908469,Overweight,16
1.76,81.37,architect,26.26872417355372,Overweight,1
1.53,85.66,pilot,36.59276346704259,Overweight,22
1.6,81.43,firefighter,31.808593749999996,Overweight,12
1.72,55.19,engineer,18.65535424553813,Normal weight,11
1.62,98.8,pharmacist,37.64670019814052,Overweight,20
1.87,63.03,doctor,18.0245360176156,Underweight,8
1.71,80.6,accountant,27.56403679764714,Overweight,0
1.62,89.47,graphic designer,34.09160188995579,Overweight,13
1.74,87.69,firefighter,28.963535473642487,Overweight,12
1.63,60.4,mechanic,22.733260566826,Normal weight,17
1.58,75.49,lawyer,30.23954494472039,Overweight,15
1.84,85.1,economist,25.135869565217387,Overweight,9
1.66,78.01,dentist,28.309624038321967,Overweight,7
1.74,76.6,lawyer,25.30056810675122,Overweight,15
1.71,87.66,chemist,29.978454909202835,Overweight,5
2.0,70.89,engineer,17.7225,Underweight,11
1.98,71.23,doctor,18.169064381185596,Underweight,8
1.79,94.66,physicist,29.543397521925034,Overweight,21
1.68,68.55,biologist,24.287840136054424,Normal weight,3
1.91,81.04,salesperson,22.214303335983118,Normal weight,26
1.65,73.71,software developer,27.074380165289256,Overweight,28
1.94,98.17,biologist,26.08406844510575,Overweight,3
1.82,73.86,engineer,22.29803163869098,Normal weight,11
1.99,67.12,chemist,16.949066942753973,Underweight,5
1.96,89.65,architect,23.336630570595588,Normal weight,1
1.95,91.24,salesperson,23.99474030243261,Normal weight,26
1.87,89.05,chemist,25.465412222253992,Overweight,5
1.96,87.19,engineer,22.696272386505623,Normal weight,11
1.63,93.62,data analyst,35.2365538785803,Overweight,6
1.83,56.91,salesperson,16.993639702588908,Underweight,26
1.65,71.63,psychologist,26.310376492194674,Overweight,25
1.62,68.14,lawyer,25.96402987349489,Overweight,15
1.67,95.31,scientist,34.174764243967154,Overweight,27
1.53,74.62,accountant,31.876628647101544,Overweight,0
1.71,56.83,journalist,19.435039841318698,Normal weight,14
1.93,58.23,electrician,15.632634433139144,Underweight,10
1.7,88.98,pilot,30.788927335640143,Overweight,22
1.75,58.3,chemist,19.03673469387755,Normal weight,5
1.64,61.64,doctor,22.91790600832838,Normal weight,8
1.65,64.65,mechanic,23.746556473829205,Normal weight,17
1.67,74.65,pharmacist,26.766825630176776,Overweight,20
1.5,74.19,dentist,32.97333333333333,Overweight,7
1.73,81.39,accountant,27.19435998529854,Overweight,0
1.89,58.28,doctor,16.31533271744912,Underweight,8
1.67,98.16,physicist,35.19667252321704,Overweight,21
